Nome,Data,url
RURA,29/12/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=729395&cvm=true
RURA,28/06/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=716793&cvm=true
RURA,28/03/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=663099&cvm=true
RURA,29/12/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=601099&cvm=true
RURA,29/09/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=553055&cvm=true
RURA,30/06/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=503409&cvm=true
RURA,31/03/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=460076&cvm=true
RURA,31/12/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=412378&cvm=true
RURA,30/09/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=376245&cvm=true
RURA,30/06/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=333642&cvm=true
RURA,31/03/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=302489&cvm=true
RZAG,30/06/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=715729&cvm=true
RZAG,31/03/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=659716&cvm=true
RZAG,30/09/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=589964&cvm=true
RZAG,30/06/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=589963&cvm=true
RZAG,31/12/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=589966&cvm=true
RZAG,30/09/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=552741&cvm=true
RZAG,30/06/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=503962&cvm=true
RZAG,31/03/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=503961&cvm=true
RZAG,31/12/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=414468&cvm=true
RZAG,30/09/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=379387&cvm=true
RZAG,30/06/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=340829&cvm=true
RZAG,30/06/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=335746&cvm=true
RZAG,31/03/2022,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=303754&cvm=true
RZAG,31/12/2021,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=266056&cvm=true
RZEO,30/06/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=717577&cvm=true
RZEO,31/03/2024,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=662700&cvm=true
RZEO,31/12/2023,https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=596965&cvm=true
